,date,financialReturnsScore,growthScore,gsid,integratedScore,multipleScore,updateTime
1380,2017-04-10,0.998,0.708,177256,0.604,0.896,2017-05-11T19:47:36Z
1381,2017-04-11,0.998,0.706,177256,0.604,0.892,2017-05-11T19:47:36Z
1382,2017-04-12,0.998,0.706,177256,0.604,0.892,2017-05-11T19:47:36Z
1383,2017-04-13,0.998,0.706,177256,0.604,0.894,2017-05-11T19:47:36Z
1384,2017-04-14,0.998,0.706,177256,0.602,0.896,2017-05-11T19:47:36Z
1385,2017-04-17,0.998,0.704,177256,0.602,0.896,2017-05-11T19:47:36Z
1386,2017-04-18,0.998,0.7,177256,0.6,0.896,2017-05-11T19:47:36Z
1387,2017-04-19,0.996,0.7,177256,0.6,0.894,2017-05-11T19:47:36Z
1388,2017-04-20,0.996,0.7,177256,0.6,0.892,2017-05-11T19:47:36Z
1389,2017-04-21,0.996,0.7,177256,0.6,0.892,2017-05-11T19:47:36Z
1390,2017-04-24,0.996,0.698,177256,0.6,0.894,2017-05-11T19:47:36Z
1391,2017-04-25,0.998,0.7,177256,0.6,0.898,2017-05-11T19:47:36Z
1392,2017-04-26,0.998,0.696,177256,0.598,0.898,2017-05-11T19:47:36Z
1393,2017-04-27,0.998,0.696,177256,0.6,0.896,2017-05-11T19:47:36Z
1394,2017-04-28,0.996,0.7,177256,0.6,0.898,2017-05-11T19:47:36Z
1395,2017-05-01,0.998,0.7,177256,0.6,0.896,2017-05-11T19:47:36Z
1396,2017-05-02,0.998,0.696,177256,0.6,0.896,2017-05-11T19:47:36Z
1397,2017-05-03,0.998,0.71,177256,0.606,0.888,2017-05-11T19:47:36Z
1398,2017-05-04,0.998,0.71,177256,0.608,0.884,2017-05-11T19:47:36Z
1399,2017-05-05,0.998,0.706,177256,0.606,0.886,2017-05-11T19:47:36Z
1400,2017-05-08,0.998,0.708,177256,0.606,0.884,2017-05-11T19:47:36Z
1401,2017-05-09,0.998,0.706,177256,0.608,0.884,2017-05-11T19:47:36Z
1402,2017-05-10,0.998,0.706,177256,0.608,0.88,2017-05-11T19:47:36Z
1403,2017-05-11,0.998,0.708,177256,0.61,0.878,2017-05-11T19:47:36Z
1404,2017-05-12,0.998,0.704,177256,0.608,0.876,2017-05-12T10:47:27Z
1405,2017-05-15,0.998,0.704,177256,0.606,0.882,2017-05-15T08:06:02Z
1406,2017-05-16,0.998,0.704,177256,0.608,0.882,2017-05-16T08:05:09Z
1407,2017-05-17,0.998,0.706,177256,0.608,0.882,2017-05-17T08:16:33Z
1408,2017-05-18,0.998,0.704,177256,0.606,0.882,2017-05-18T08:08:25Z
1409,2017-05-19,0.998,0.704,177256,0.606,0.882,2017-05-19T08:04:44Z
1410,2017-05-22,0.998,0.706,177256,0.606,0.884,2017-05-22T08:05:30Z
1411,2017-05-23,0.998,0.706,177256,0.608,0.882,2017-05-23T08:11:52Z
1412,2017-05-24,0.998,0.704,177256,0.606,0.884,2017-05-24T08:05:16Z
1413,2017-05-25,0.998,0.704,177256,0.606,0.884,2017-05-25T08:12:41Z
1414,2017-05-26,0.998,0.704,177256,0.606,0.884,2017-05-26T08:06:48Z
1415,2017-05-29,0.998,0.704,177256,0.606,0.884,2017-05-29T08:05:08Z
1416,2017-05-30,0.998,0.704,177256,0.606,0.884,2017-05-30T08:05:54Z
1417,2017-05-31,0.998,0.708,177256,0.606,0.886,2017-06-05T09:38:43Z
1418,2017-06-01,0.998,0.708,177256,0.606,0.888,2017-06-01T08:05:25Z
1419,2017-06-02,0.998,0.716,177256,0.604,0.9,2017-06-02T08:04:43Z
1420,2017-06-05,0.998,0.714,177256,0.604,0.898,2017-06-05T08:04:58Z
1421,2017-06-06,0.998,0.712,177256,0.604,0.898,2017-06-06T08:05:52Z
1422,2017-06-07,0.998,0.714,177256,0.604,0.896,2017-06-07T08:05:46Z
1423,2017-06-08,0.998,0.714,177256,0.604,0.896,2017-06-08T08:33:37Z
1424,2017-06-09,0.998,0.712,177256,0.604,0.896,2017-06-09T08:05:43Z
1425,2017-06-12,0.998,0.712,177256,0.604,0.898,2017-06-12T08:05:22Z
1426,2017-06-13,0.998,0.712,177256,0.604,0.894,2017-06-13T08:05:29Z
1427,2017-06-14,0.998,0.714,177256,0.604,0.898,2017-06-14T08:04:49Z
1428,2017-06-15,0.998,0.714,177256,0.604,0.9,2017-06-15T08:04:51Z
1429,2017-06-16,0.998,0.714,177256,0.604,0.896,2017-06-16T08:05:50Z
1430,2017-06-19,0.998,0.712,177256,0.604,0.898,2017-06-19T08:04:45Z
1431,2017-06-20,0.998,0.708,177256,0.604,0.892,2017-06-20T08:08:35Z
1432,2017-06-21,0.998,0.71,177256,0.606,0.892,2017-06-21T08:07:14Z
1433,2017-06-22,0.998,0.71,177256,0.606,0.892,2017-06-22T08:05:56Z
1434,2017-06-23,0.998,0.712,177256,0.606,0.892,2017-06-23T08:25:02Z
1435,2017-06-26,0.998,0.71,177256,0.606,0.89,2017-06-26T08:05:04Z
1436,2017-06-27,0.998,0.712,177256,0.606,0.892,2017-06-27T08:06:17Z
1437,2017-06-28,0.998,0.712,177256,0.604,0.896,2017-06-28T08:04:52Z
1438,2017-06-29,0.998,0.712,177256,0.604,0.898,2017-06-29T08:05:26Z
1439,2017-06-30,0.998,0.712,177256,0.606,0.894,2017-06-30T08:05:02Z
1440,2017-01-16,0.756,0.064,49154,0.554,0.158,2017-05-11T19:47:36Z
1441,2017-01-17,0.756,0.064,49154,0.554,0.16,2017-05-11T19:47:36Z
1442,2017-01-18,0.758,0.066,49154,0.552,0.164,2017-05-11T19:47:36Z
1443,2017-01-19,0.758,0.066,49154,0.566,0.124,2017-05-11T19:47:36Z
1444,2017-01-20,0.76,0.038,49154,0.56,0.114,2017-05-11T19:47:36Z
1445,2017-01-23,0.76,0.036,49154,0.564,0.104,2017-05-11T19:47:36Z
1446,2017-01-24,0.76,0.036,49154,0.564,0.108,2017-05-11T19:47:36Z
1447,2017-01-25,0.76,0.036,49154,0.564,0.104,2017-05-11T19:47:36Z
1448,2017-01-26,0.766,0.036,49154,0.564,0.108,2017-05-11T19:47:36Z
1449,2017-01-27,0.766,0.036,49154,0.566,0.102,2017-05-11T19:47:36Z
1450,2017-01-30,0.762,0.036,49154,0.566,0.098,2017-05-11T19:47:36Z
1451,2017-01-31,0.76,0.036,49154,0.562,0.108,2017-05-11T19:47:36Z
1452,2017-02-01,0.76,0.036,49154,0.564,0.102,2017-05-11T19:47:36Z
1453,2017-02-02,0.76,0.036,49154,0.564,0.102,2017-05-11T19:47:36Z
1454,2017-02-03,0.76,0.036,49154,0.564,0.104,2017-05-11T19:47:36Z
1455,2017-02-06,0.758,0.04,49154,0.566,0.096,2017-05-11T19:47:36Z
1456,2017-02-07,0.756,0.042,49154,0.562,0.114,2017-05-11T19:47:36Z
1457,2017-02-08,0.756,0.042,49154,0.564,0.106,2017-05-11T19:47:36Z
1458,2017-02-09,0.758,0.042,49154,0.564,0.106,2017-05-11T19:47:36Z
1459,2017-02-10,0.756,0.04,49154,0.562,0.108,2017-05-11T19:47:36Z
1460,2017-02-13,0.758,0.042,49154,0.568,0.098,2017-05-11T19:47:36Z
1461,2017-02-14,0.756,0.042,49154,0.568,0.092,2017-05-11T19:47:36Z
1462,2017-02-15,0.758,0.042,49154,0.568,0.096,2017-05-11T19:47:36Z
1463,2017-02-16,0.756,0.042,49154,0.57,0.092,2017-05-11T19:47:36Z
1464,2017-02-17,0.758,0.042,49154,0.57,0.092,2017-05-11T19:47:36Z
1465,2017-02-20,0.76,0.042,49154,0.568,0.096,2017-05-11T19:47:36Z
1466,2017-02-21,0.758,0.042,49154,0.568,0.096,2017-05-11T19:47:36Z
1467,2017-02-22,0.754,0.042,49154,0.568,0.092,2017-05-11T19:47:36Z
1468,2017-02-23,0.758,0.044,49154,0.57,0.09,2017-05-11T19:47:36Z
1469,2017-02-24,0.76,0.044,49154,0.572,0.086,2017-05-11T19:47:36Z
1470,2017-02-27,0.762,0.042,49154,0.568,0.098,2017-05-11T19:47:36Z
1471,2017-02-28,0.762,0.042,49154,0.57,0.096,2017-05-11T19:47:36Z
1472,2017-03-01,0.762,0.042,49154,0.58,0.062,2017-05-11T19:47:36Z
1473,2017-03-02,0.662,0.036,49154,0.536,0.09,2017-05-11T19:47:36Z
1474,2017-03-03,0.668,0.036,49154,0.538,0.09,2017-05-11T19:47:36Z
1475,2017-03-06,0.668,0.036,49154,0.54,0.084,2017-05-11T19:47:36Z
1476,2017-03-07,0.668,0.036,49154,0.542,0.078,2017-05-11T19:47:36Z
1477,2017-03-08,0.668,0.036,49154,0.544,0.076,2017-05-11T19:47:36Z
1478,2017-03-09,0.668,0.036,49154,0.542,0.078,2017-05-11T19:47:36Z
1479,2017-03-10,0.67,0.036,49154,0.542,0.078,2017-05-11T19:47:36Z
1480,2017-03-13,0.67,0.036,49154,0.542,0.078,2017-05-11T19:47:36Z
1481,2017-03-14,0.67,0.034,49154,0.542,0.076,2017-05-11T19:47:36Z
1482,2017-03-15,0.672,0.034,49154,0.542,0.076,2017-05-11T19:47:36Z
1483,2017-03-16,0.672,0.034,49154,0.546,0.07,2017-05-11T19:47:36Z
1484,2017-03-17,0.67,0.034,49154,0.544,0.072,2017-05-11T19:47:36Z
1485,2017-03-20,0.672,0.034,49154,0.544,0.074,2017-05-11T19:47:36Z
1486,2017-03-21,0.672,0.034,49154,0.544,0.072,2017-05-11T19:47:36Z
1487,2017-03-22,0.672,0.034,49154,0.546,0.068,2017-05-11T19:47:36Z
1488,2017-03-23,0.672,0.034,49154,0.544,0.072,2017-05-11T19:47:36Z
1489,2017-03-24,0.672,0.034,49154,0.546,0.07,2017-05-11T19:47:36Z
1490,2017-03-27,0.672,0.034,49154,0.544,0.07,2017-05-11T19:47:36Z
1491,2017-03-28,0.67,0.034,49154,0.546,0.066,2017-05-11T19:47:36Z
1492,2017-03-29,0.67,0.034,49154,0.546,0.066,2017-05-11T19:47:36Z
1493,2017-03-30,0.668,0.034,49154,0.542,0.074,2017-05-11T19:47:36Z
1494,2017-03-31,0.67,0.034,49154,0.542,0.074,2017-05-11T19:47:36Z
1495,2017-04-03,0.67,0.034,49154,0.542,0.074,2017-05-11T19:47:36Z
1496,2017-04-04,0.67,0.032,49154,0.546,0.066,2017-05-11T19:47:36Z
1497,2017-04-05,0.67,0.032,49154,0.544,0.068,2017-05-11T19:47:36Z
1498,2017-04-06,0.65,0.04,49154,0.53,0.1,2017-05-11T19:47:36Z
1499,2017-04-07,0.65,0.04,49154,0.528,0.106,2017-05-11T19:47:36Z
1500,2017-04-10,0.646,0.04,49154,0.526,0.106,2017-05-11T19:47:36Z
1501,2017-04-11,0.648,0.04,49154,0.526,0.106,2017-05-11T19:47:36Z
1502,2017-04-12,0.646,0.038,49154,0.524,0.11,2017-05-11T19:47:36Z
1503,2017-04-13,0.646,0.038,49154,0.524,0.112,2017-05-11T19:47:36Z
1504,2017-04-14,0.646,0.04,49154,0.522,0.12,2017-05-11T19:47:36Z
1505,2017-04-17,0.646,0.04,49154,0.522,0.12,2017-05-11T19:47:36Z
1506,2017-04-18,0.648,0.04,49154,0.524,0.116,2017-05-11T19:47:36Z
1507,2017-04-19,0.65,0.04,49154,0.524,0.118,2017-05-11T19:47:36Z
1508,2017-04-20,0.648,0.042,49154,0.522,0.122,2017-05-11T19:47:36Z
1509,2017-04-21,0.648,0.04,49154,0.522,0.122,2017-05-11T19:47:36Z
1510,2017-04-24,0.65,0.042,49154,0.522,0.126,2017-05-11T19:47:36Z
1511,2017-04-25,0.648,0.042,49154,0.522,0.128,2017-05-11T19:47:36Z
1512,2017-04-26,0.648,0.042,49154,0.522,0.124,2017-05-11T19:47:36Z
1513,2017-04-27,0.646,0.042,49154,0.52,0.13,2017-05-11T19:47:36Z
1514,2017-04-28,0.646,0.04,49154,0.516,0.136,2017-05-11T19:47:36Z
1515,2017-05-01,0.65,0.042,49154,0.52,0.134,2017-05-11T19:47:36Z
1516,2017-05-02,0.648,0.042,49154,0.518,0.138,2017-05-11T19:47:36Z
1517,2017-05-03,0.648,0.044,49154,0.518,0.134,2017-05-11T19:47:36Z
1518,2017-05-04,0.65,0.042,49154,0.512,0.154,2017-05-11T19:47:36Z
1519,2017-05-05,0.648,0.038,49154,0.512,0.152,2017-05-11T19:47:36Z
1520,2017-05-08,0.59,0.05,49154,0.482,0.194,2017-05-11T19:47:36Z
1521,2017-05-09,0.592,0.048,49154,0.484,0.186,2017-05-11T19:47:36Z
1522,2017-05-10,0.592,0.048,49154,0.48,0.202,2017-05-11T19:47:36Z
1523,2017-05-11,0.592,0.048,49154,0.48,0.2,2017-05-11T19:47:36Z
1524,2017-05-12,0.59,0.048,49154,0.49,0.172,2017-05-12T10:47:27Z
1525,2017-05-15,0.59,0.048,49154,0.49,0.17,2017-05-15T08:06:02Z
1526,2017-05-16,0.59,0.048,49154,0.492,0.16,2017-05-16T08:05:09Z
1527,2017-05-17,0.59,0.048,49154,0.494,0.154,2017-05-17T08:16:33Z
1528,2017-05-18,0.59,0.048,49154,0.492,0.164,2017-05-18T08:08:25Z
1529,2017-05-19,0.61,0.046,49154,0.494,0.172,2017-05-19T08:04:44Z
1530,2017-05-22,0.608,0.046,49154,0.496,0.168,2017-05-22T08:05:30Z
1531,2017-05-23,0.608,0.046,49154,0.496,0.166,2017-05-23T08:11:52Z
1532,2017-05-24,0.598,0.04,49154,0.494,0.156,2017-05-24T08:05:16Z
1533,2017-05-25,0.594,0.04,49154,0.494,0.154,2017-05-25T08:12:41Z
1534,2017-05-26,0.594,0.04,49154,0.492,0.16,2017-05-26T08:06:48Z
1535,2017-05-29,0.594,0.038,49154,0.492,0.16,2017-05-29T08:05:08Z
1536,2017-05-30,0.594,0.038,49154,0.492,0.158,2017-05-30T08:05:54Z
1537,2017-05-31,0.6,0.038,49154,0.492,0.162,2017-06-05T09:38:43Z
1538,2017-06-01,0.6,0.04,49154,0.49,0.168,2017-06-01T08:05:25Z
1539,2017-06-02,0.594,0.038,49154,0.488,0.166,2017-06-02T08:04:43Z
1540,2017-06-05,0.596,0.038,49154,0.488,0.168,2017-06-05T08:04:58Z
1541,2017-06-06,0.598,0.038,49154,0.49,0.168,2017-06-06T08:05:52Z
1542,2017-06-07,0.598,0.038,49154,0.494,0.158,2017-06-07T08:05:46Z
1543,2017-06-08,0.598,0.038,49154,0.492,0.16,2017-06-08T08:33:37Z
1544,2017-06-09,0.598,0.038,49154,0.492,0.158,2017-06-09T08:05:43Z
1545,2017-06-12,0.6,0.038,49154,0.486,0.182,2017-06-12T08:05:22Z
1546,2017-06-13,0.6,0.036,49154,0.484,0.188,2017-06-13T08:05:29Z
1547,2017-06-14,0.6,0.036,49154,0.486,0.178,2017-06-14T08:04:49Z
1548,2017-06-15,0.6,0.036,49154,0.482,0.188,2017-06-15T08:04:51Z
1549,2017-06-16,0.6,0.036,49154,0.488,0.172,2017-06-16T08:05:50Z
1550,2017-06-19,0.6,0.036,49154,0.496,0.148,2017-06-19T08:04:45Z
1551,2017-06-20,0.606,0.038,49154,0.502,0.136,2017-06-20T08:08:35Z
1552,2017-06-21,0.604,0.038,49154,0.504,0.132,2017-06-21T08:07:14Z
1553,2017-06-22,0.604,0.038,49154,0.502,0.138,2017-06-22T08:05:56Z
1554,2017-06-23,0.606,0.038,49154,0.504,0.136,2017-06-23T08:25:02Z
1555,2017-06-26,0.606,0.038,49154,0.502,0.136,2017-06-26T08:05:04Z
1556,2017-06-27,0.608,0.038,49154,0.502,0.14,2017-06-27T08:06:17Z
1557,2017-06-28,0.608,0.036,49154,0.5,0.144,2017-06-28T08:04:52Z
1558,2017-06-29,0.608,0.036,49154,0.5,0.142,2017-06-29T08:05:26Z
1559,2017-06-30,0.608,0.036,49154,0.502,0.14,2017-06-30T08:05:02Z
1560,2017-01-16,0.942,0.508,76605,0.566,0.752,2017-05-11T19:47:36Z
1561,2017-01-17,0.942,0.506,76605,0.566,0.75,2017-05-11T19:47:36Z
1562,2017-01-18,0.942,0.508,76605,0.566,0.75,2017-05-11T19:47:36Z
1563,2017-01-19,0.942,0.504,76605,0.566,0.75,2017-05-11T19:47:36Z
1564,2017-01-20,0.942,0.498,76605,0.566,0.742,2017-05-11T19:47:36Z
1565,2017-01-23,0.942,0.498,76605,0.566,0.742,2017-05-11T19:47:36Z
1566,2017-01-24,0.942,0.496,76605,0.576,0.712,2017-05-11T19:47:36Z
1567,2017-01-25,0.942,0.494,76605,0.578,0.7,2017-05-11T19:47:36Z
1568,2017-01-26,0.942,0.494,76605,0.582,0.692,2017-05-11T19:47:36Z
1569,2017-01-27,0.942,0.494,76605,0.582,0.69,2017-05-11T19:47:36Z
1570,2017-01-30,0.942,0.492,76605,0.58,0.692,2017-05-11T19:47:36Z
1571,2017-01-31,0.94,0.496,76605,0.582,0.69,2017-05-11T19:47:36Z
1572,2017-02-01,0.942,0.496,76605,0.584,0.684,2017-05-11T19:47:36Z
1573,2017-02-02,0.942,0.492,76605,0.586,0.672,2017-05-11T19:47:36Z
1574,2017-02-03,0.94,0.492,76605,0.58,0.692,2017-05-11T19:47:36Z
1575,2017-02-06,0.94,0.492,76605,0.582,0.688,2017-05-11T19:47:36Z
1576,2017-02-07,0.936,0.484,76605,0.578,0.688,2017-05-11T19:47:36Z
1577,2017-02-08,0.938,0.486,76605,0.578,0.69,2017-05-11T19:47:36Z
1578,2017-02-09,0.936,0.484,76605,0.57,0.71,2017-05-11T19:47:36Z
1579,2017-02-10,0.938,0.484,76605,0.574,0.698,2017-05-11T19:47:36Z
1580,2017-02-13,0.942,0.484,76605,0.58,0.688,2017-05-11T19:47:36Z
1581,2017-02-14,0.944,0.49,76605,0.584,0.684,2017-05-11T19:47:36Z
1582,2017-02-15,0.946,0.494,76605,0.584,0.688,2017-05-11T19:47:36Z
1583,2017-02-16,0.946,0.496,76605,0.582,0.692,2017-05-11T19:47:36Z
1584,2017-02-17,0.946,0.494,76605,0.584,0.688,2017-05-11T19:47:36Z
1585,2017-02-20,0.944,0.492,76605,0.584,0.684,2017-05-11T19:47:36Z
1586,2017-02-21,0.944,0.488,76605,0.582,0.686,2017-05-11T19:47:36Z
1587,2017-02-22,0.946,0.484,76605,0.582,0.682,2017-05-11T19:47:36Z
1588,2017-02-23,0.944,0.482,76605,0.582,0.678,2017-05-11T19:47:36Z
1589,2017-02-24,0.944,0.48,76605,0.586,0.668,2017-05-11T19:47:36Z
1590,2017-02-27,0.944,0.484,76605,0.582,0.682,2017-05-11T19:47:36Z
1591,2017-02-28,0.944,0.482,76605,0.582,0.682,2017-05-11T19:47:36Z
1592,2017-03-01,0.944,0.486,76605,0.582,0.682,2017-05-11T19:47:36Z
1593,2017-03-02,0.944,0.446,76605,0.57,0.68,2017-05-11T19:47:36Z
1594,2017-03-03,0.944,0.44,76605,0.57,0.676,2017-05-11T19:47:36Z
1595,2017-03-06,0.942,0.438,76605,0.572,0.666,2017-05-11T19:47:36Z
1596,2017-03-07,0.942,0.438,76605,0.572,0.664,2017-05-11T19:47:36Z
1597,2017-03-08,0.942,0.438,76605,0.574,0.656,2017-05-11T19:47:36Z
1598,2017-03-09,0.942,0.438,76605,0.574,0.66,2017-05-11T19:47:36Z
1599,2017-03-10,0.94,0.442,76605,0.574,0.662,2017-05-11T19:47:36Z
1600,2017-03-13,0.94,0.442,76605,0.574,0.66,2017-05-11T19:47:36Z
1601,2017-03-14,0.94,0.438,76605,0.568,0.672,2017-05-11T19:47:36Z
1602,2017-03-15,0.944,0.438,76605,0.568,0.678,2017-05-11T19:47:36Z
1603,2017-03-16,0.944,0.438,76605,0.578,0.65,2017-05-11T19:47:36Z
1604,2017-03-17,0.944,0.44,76605,0.574,0.66,2017-05-11T19:47:36Z
1605,2017-03-20,0.944,0.44,76605,0.57,0.672,2017-05-11T19:47:36Z
1606,2017-03-21,0.944,0.438,76605,0.568,0.676,2017-05-11T19:47:36Z
1607,2017-03-22,0.944,0.438,76605,0.566,0.682,2017-05-11T19:47:36Z
1608,2017-03-23,0.944,0.436,76605,0.566,0.68,2017-05-11T19:47:36Z
1609,2017-03-24,0.944,0.434,76605,0.566,0.68,2017-05-11T19:47:36Z
1610,2017-03-27,0.942,0.434,76605,0.568,0.67,2017-05-11T19:47:36Z
1611,2017-03-28,0.942,0.434,76605,0.568,0.67,2017-05-11T19:47:36Z
1612,2017-03-29,0.944,0.436,76605,0.572,0.664,2017-05-11T19:47:36Z
1613,2017-03-30,0.944,0.436,76605,0.57,0.668,2017-05-11T19:47:36Z
1614,2017-03-31,0.944,0.442,76605,0.574,0.664,2017-05-11T19:47:36Z
1615,2017-04-03,0.944,0.442,76605,0.574,0.664,2017-05-11T19:47:36Z
1616,2017-04-04,0.94,0.438,76605,0.58,0.638,2017-05-11T19:47:36Z
1617,2017-04-05,0.94,0.446,76605,0.584,0.638,2017-05-11T19:47:36Z
1618,2017-04-06,0.934,0.5,76605,0.572,0.72,2017-05-11T19:47:36Z
1619,2017-04-07,0.934,0.504,76605,0.574,0.716,2017-05-11T19:47:36Z
1620,2017-04-10,0.934,0.506,76605,0.576,0.714,2017-05-11T19:47:36Z
1621,2017-04-11,0.934,0.506,76605,0.576,0.714,2017-05-11T19:47:36Z
1622,2017-04-12,0.934,0.508,76605,0.576,0.716,2017-05-11T19:47:36Z
1623,2017-04-13,0.934,0.508,76605,0.574,0.716,2017-05-11T19:47:36Z
1624,2017-04-14,0.934,0.508,76605,0.576,0.714,2017-05-11T19:47:36Z
1625,2017-04-17,0.934,0.508,76605,0.576,0.716,2017-05-11T19:47:36Z
1626,2017-04-18,0.934,0.506,76605,0.578,0.708,2017-05-11T19:47:36Z
1627,2017-04-19,0.936,0.506,76605,0.578,0.71,2017-05-11T19:47:36Z
1628,2017-04-20,0.936,0.506,76605,0.572,0.724,2017-05-11T19:47:36Z
1629,2017-04-21,0.934,0.408,76605,0.536,0.732,2017-05-11T19:47:36Z
1630,2017-04-24,0.932,0.408,76605,0.534,0.734,2017-05-11T19:47:36Z
1631,2017-04-25,0.932,0.406,76605,0.534,0.736,2017-05-11T19:47:36Z
1632,2017-04-26,0.932,0.408,76605,0.538,0.728,2017-05-11T19:47:36Z
1633,2017-04-27,0.932,0.402,76605,0.536,0.728,2017-05-11T19:47:36Z
1634,2017-04-28,0.928,0.402,76605,0.538,0.716,2017-05-11T19:47:36Z
1635,2017-05-01,0.928,0.398,76605,0.538,0.708,2017-05-11T19:47:36Z
1636,2017-05-02,0.928,0.4,76605,0.54,0.704,2017-05-11T19:47:36Z
1637,2017-05-03,0.928,0.4,76605,0.54,0.708,2017-05-11T19:47:36Z
1638,2017-05-04,0.928,0.4,76605,0.536,0.716,2017-05-11T19:47:36Z
1639,2017-05-05,0.932,0.398,76605,0.536,0.726,2017-05-11T19:47:36Z
1640,2017-05-08,0.932,0.4,76605,0.534,0.728,2017-05-11T19:47:36Z
1641,2017-05-09,0.932,0.402,76605,0.534,0.73,2017-05-11T19:47:36Z
1642,2017-05-10,0.93,0.398,76605,0.534,0.726,2017-05-11T19:47:36Z
1643,2017-05-11,0.932,0.398,76605,0.54,0.712,2017-05-11T19:47:36Z
1644,2017-05-12,0.932,0.4,76605,0.54,0.712,2017-05-12T10:47:27Z
1645,2017-05-15,0.932,0.398,76605,0.54,0.708,2017-05-15T08:06:02Z
1646,2017-05-16,0.932,0.398,76605,0.542,0.706,2017-05-16T08:05:09Z
1647,2017-05-17,0.93,0.392,76605,0.54,0.702,2017-05-17T08:16:33Z
1648,2017-05-18,0.93,0.394,76605,0.54,0.702,2017-05-18T08:08:25Z
1649,2017-05-19,0.936,0.4,76605,0.538,0.72,2017-05-19T08:04:44Z
1650,2017-05-22,0.934,0.402,76605,0.538,0.72,2017-05-22T08:05:30Z
1651,2017-05-23,0.934,0.402,76605,0.542,0.706,2017-05-23T08:11:52Z
1652,2017-05-24,0.932,0.398,76605,0.566,0.634,2017-05-24T08:05:16Z
1653,2017-05-25,0.922,0.396,76605,0.56,0.638,2017-05-25T08:12:41Z
1654,2017-05-26,0.92,0.396,76605,0.552,0.66,2017-05-26T08:06:48Z
1655,2017-05-29,0.92,0.396,76605,0.548,0.672,2017-05-29T08:05:08Z
1656,2017-05-30,0.92,0.398,76605,0.548,0.672,2017-05-30T08:05:54Z
1657,2017-05-31,0.918,0.422,76605,0.558,0.668,2017-06-05T09:38:43Z
1658,2017-06-01,0.92,0.422,76605,0.56,0.662,2017-06-01T08:05:25Z
1659,2017-06-02,0.918,0.426,76605,0.558,0.672,2017-06-02T08:04:43Z
1660,2017-06-05,0.918,0.428,76605,0.56,0.668,2017-06-05T08:04:58Z
1661,2017-06-06,0.916,0.426,76605,0.56,0.662,2017-06-06T08:05:52Z
1662,2017-06-07,0.916,0.426,76605,0.564,0.648,2017-06-07T08:05:46Z
1663,2017-06-08,0.916,0.424,76605,0.562,0.652,2017-06-08T08:33:37Z
1664,2017-06-09,0.918,0.422,76605,0.564,0.644,2017-06-09T08:05:43Z
1665,2017-06-12,0.918,0.418,76605,0.56,0.654,2017-06-12T08:05:22Z
1666,2017-06-13,0.916,0.42,76605,0.56,0.656,2017-06-13T08:05:29Z
1667,2017-06-14,0.916,0.418,76605,0.56,0.656,2017-06-14T08:04:49Z
1668,2017-06-15,0.916,0.418,76605,0.56,0.656,2017-06-15T08:04:51Z
1669,2017-06-16,0.916,0.418,76605,0.554,0.67,2017-06-16T08:05:50Z
1670,2017-06-19,0.916,0.418,76605,0.566,0.64,2017-06-19T08:04:45Z
1671,2017-06-20,0.914,0.424,76605,0.566,0.64,2017-06-20T08:08:35Z
1672,2017-06-21,0.912,0.422,76605,0.568,0.63,2017-06-21T08:07:14Z
1673,2017-06-22,0.912,0.422,76605,0.574,0.616,2017-06-22T08:05:56Z
1674,2017-06-23,0.914,0.426,76605,0.572,0.624,2017-06-23T08:25:02Z
1675,2017-06-26,0.912,0.426,76605,0.576,0.614,2017-06-26T08:05:04Z
1676,2017-06-27,0.914,0.426,76605,0.576,0.61,2017-06-27T08:06:17Z
1677,2017-06-28,0.916,0.426,76605,0.574,0.622,2017-06-28T08:04:52Z
1678,2017-06-29,0.914,0.424,76605,0.578,0.606,2017-06-29T08:05:26Z
1679,2017-06-30,0.914,0.424,76605,0.58,0.6,2017-06-30T08:05:02Z
1680,2017-01-16,0.172,0.874,173578,0.47,0.634,2017-05-11T19:47:36Z
1681,2017-01-17,0.174,0.874,173578,0.472,0.634,2017-05-11T19:47:36Z
1682,2017-01-18,0.174,0.874,173578,0.472,0.632,2017-05-11T19:47:36Z
1683,2017-01-19,0.174,0.874,173578,0.466,0.648,2017-05-11T19:47:36Z
1684,2017-01-20,0.174,0.874,173578,0.466,0.65,2017-05-11T19:47:36Z
1685,2017-01-23,0.17,0.876,173578,0.47,0.634,2017-05-11T19:47:36Z
1686,2017-01-24,0.172,0.876,173578,0.47,0.636,2017-05-11T19:47:36Z
1687,2017-01-25,0.172,0.88,173578,0.47,0.644,2017-05-11T19:47:36Z
1688,2017-01-26,0.172,0.878,173578,0.468,0.644,2017-05-11T19:47:36Z
1689,2017-01-27,0.172,0.882,173578,0.476,0.624,2017-05-11T19:47:36Z
1690,2017-01-30,0.174,0.89,173578,0.478,0.632,2017-05-11T19:47:36Z
1691,2017-01-31,0.176,0.888,173578,0.476,0.64,2017-05-11T19:47:36Z
1692,2017-02-01,0.176,0.888,173578,0.476,0.636,2017-05-11T19:47:36Z
1693,2017-02-02,0.178,0.888,173578,0.478,0.628,2017-05-11T19:47:36Z
1694,2017-02-03,0.288,0.64,173578,0.512,0.39,2017-05-11T19:47:36Z
1695,2017-02-06,0.286,0.642,173578,0.514,0.388,2017-05-11T19:47:36Z
1696,2017-02-07,0.284,0.638,173578,0.51,0.396,2017-05-11T19:47:36Z
